label,text
ask_equipment_total_only,Tell me the total quantity of coffee machines we have
ask_equipment_total_only,Tell me how many staplers we have in all branches
ask_equipment_total_only,I want to know the total number of power strips
ask_equipment_total_only,Total count of USB hubs company-wide?
ask_equipment_total_only,Could you list the total number of scanners we have?
ask_equipment_total_only,Total count of docking stations company-wide?
ask_equipment_total_only,Can you list the total number of smartboards in all branches?
ask_equipment_total_only,"Report the total HDMI adapters inventory, please."
ask_equipment_total_only,How many HDMI adapters are there across the entire company?
ask_equipment_total_only,Tell me how many USB hubs we have in all branches
ask_equipment_total_only,Tell me how many hole punchers are in stock
ask_equipment_total_only,Tell me the total quantity of webcams we have
ask_equipment_total_only,Show me the total number of printers
ask_equipment_total_only,How many phone chargers exist across the organization?
ask_equipment_total_only,Total count of flip charts company-wide?
ask_equipment_total_only,Can you list the total number of USB hubs in all branches?
ask_equipment_total_only,What is the total stock of power banks?
ask_equipment_total_only,Give me the total count of power strips
ask_equipment_total_only,"Report the total routers inventory, please."
ask_equipment_total_only,What's the total inventory of coffee machines?
ask_equipment_total_only,What's the total number of fridges?
ask_equipment_total_only,How many webcams exist across the organization?
ask_equipment_total_only,How many glue sticks are there across the entire company?
ask_equipment_total_only,What's the total inventory of fans?
ask_equipment_total_only,Total count of surge protectors company-wide?
ask_equipment_total_only,Tell me how many monitors we have in all branches
ask_equipment_total_only,Total count of speakers company-wide?
ask_equipment_total_only,Tell me how many USB hubs are in stock
ask_equipment_total_only,How many phones are there across the entire company?
ask_equipment_total_only,Give me the total count of staplers
ask_equipment_total_only,Show me the total number of keyboards
ask_equipment_total_only,Total count of AC units company-wide?
ask_equipment_total_only,I want to know the total number of pens
ask_equipment_total_only,What's the total inventory of smartboards?
ask_equipment_total_only,I want to know the total number of whiteboards
ask_equipment_total_only,I want to know the total number of routers
ask_equipment_total_only,Could you list the total number of whiteboard markers we have?
ask_equipment_total_only,How many fridges are there across the entire company?
ask_equipment_total_only,Tell me the total quantity of microwave ovens we have
ask_equipment_total_only,What's the total number of couches?
ask_equipment_total_only,How many USB sticks are there across the entire company?
ask_equipment_total_only,I want to know the total number of hole punchers
ask_equipment_total_only,What's the total inventory of USB hubs?
ask_equipment_total_only,How many laptops exist across the organization?
ask_equipment_total_only,Give me the company-wide quantity of staplers
ask_equipment_total_only,I want to know the total number of desks
ask_equipment_total_only,Total count of projectors company-wide?
ask_equipment_total_only,What is the total stock of staplers?
ask_equipment_total_only,Give me the company-wide quantity of mice
ask_equipment_total_only,Show total phone chargers devices in inventory.
ask_equipment_total_only,Show me the total number of docking stations
ask_equipment_total_only,Could you list the total number of generators we have?
ask_equipment_total_only,"Report the total desktop PCs inventory, please."
ask_equipment_total_only,Show me the total number of surge protectors
ask_equipment_total_only,I want to know the total number of lamps
ask_equipment_total_only,I want the total of office chairs in the company
ask_equipment_total_only,What is the total stock of headsets?
ask_equipment_total_only,Show total staplers devices in inventory.
ask_equipment_total_only,Can you list the total number of whiteboards in all branches?
ask_equipment_total_only,"Report the total docking stations inventory, please."
ask_equipment_total_only,What's the total number of pens?
ask_equipment_total_only,Show me the total number of scanners
ask_equipment_total_only,"Report the total phone chargers inventory, please."
ask_equipment_total_only,What is the total stock of docking stations?
ask_equipment_total_only,I want to know the total number of Ethernet cables
ask_equipment_total_only,Total count of scanners company-wide?
ask_equipment_total_only,Give me the total count of glue sticks
ask_equipment_total_only,How many AC units exist across the organization?
ask_equipment_total_only,Tell me the total quantity of generators we have
ask_equipment_total_only,Tell me how many AC units we have in all branches
ask_equipment_total_only,Tell me how many fans are in stock
ask_equipment_total_only,Tell me how many mice are in stock
ask_equipment_total_only,I want to know the total number of presentation remotes
ask_equipment_total_only,Total count of Ethernet cables company-wide?
ask_equipment_total_only,How many VR headsets exist across the organization?
ask_equipment_total_only,I want to know the total number of desktop PCs
ask_equipment_total_only,Tell me how many hole punchers we have in all branches
ask_equipment_total_only,Give me the company-wide quantity of Ethernet cables
ask_equipment_total_only,Give me the total count of lamps
ask_equipment_total_only,Tell me how many microwave ovens are in stock
ask_equipment_total_only,Can I get the total number of keyboards?
ask_equipment_total_only,Show me the total number of routers
ask_equipment_total_only,Show me the total number of ladders
ask_equipment_total_only,How many tables are there across the entire company?
ask_equipment_total_only,Can I get the total number of smartboards?
ask_equipment_total_only,How many conference tables are there across the entire company?
ask_equipment_total_only,Give me the company-wide quantity of refrigerators
ask_equipment_total_only,Show me the total number of refrigerators
ask_equipment_total_only,Tell me how many chairs we have in all branches
ask_equipment_total_only,How many filing cabinets are there company-wide?
ask_equipment_total_only,I want to know the total number of conference tables
ask_equipment_total_only,How many coffee machines are there across the entire company?
ask_equipment_total_only,How many hole punchers exist across the organization?
ask_equipment_total_only,What's the total inventory of glue sticks?
ask_equipment_total_only,Show total filing cabinets devices in inventory.
ask_equipment_total_only,Total count of phones company-wide?
ask_equipment_total_only,Show me the total number of AC units
ask_equipment_total_only,Could you list the total number of USB sticks we have?
ask_equipment_total_only,Give me the total count of webcams
ask_equipment_total_only,Show total printers devices in inventory.
ask_equipment_total_only,Tell me how many webcams we have in all branches
ask_equipment_total_only,Total count of extension cords company-wide?
ask_equipment_total_only,Could you list the total number of AC units we have?
ask_equipment_total_only,Tell me how many printers we have in all branches
ask_equipment_total_only,Show total keyboards devices in inventory.
ask_equipment_total_only,How many desktop PCs are there company-wide?
ask_equipment_total_only,What is the total stock of pens?
ask_equipment_total_only,"Report the total headsets inventory, please."
ask_equipment_total_only,Give me the total count of whiteboard markers
ask_equipment_total_only,Show total projectors devices in inventory.
ask_equipment_total_only,I want the total of staplers in the company
ask_equipment_total_only,Can I get the total number of hole punchers?
ask_equipment_total_only,How many laptops are there company-wide?
ask_equipment_total_only,Show me the total number of desks
ask_equipment_total_only,Can you list the total number of conference tables in all branches?
ask_equipment_total_only,How many mice exist across the organization?
ask_equipment_total_only,Could you list the total number of office chairs we have?
ask_equipment_total_only,I want the total of conference tables in the company
ask_equipment_total_only,I want to know the total number of flip charts
ask_equipment_total_only,How many tables are there company-wide?
ask_equipment_total_only,Tell me the total quantity of flip charts we have
ask_equipment_total_only,What's the total inventory of extension cords?
ask_equipment_total_only,I want to know the total number of USB hubs
ask_equipment_total_only,How many ladders are there across the entire company?
ask_equipment_total_only,How many power strips are there across the entire company?
ask_equipment_total_only,Give me the company-wide quantity of chairs
ask_equipment_total_only,I want the total of VR headsets in the company
ask_equipment_total_only,Total count of office chairs company-wide?
ask_equipment_total_only,Could you list the total number of keyboards we have?
ask_equipment_total_only,I want the total of printers in the company
ask_equipment_total_only,Tell me how many power strips we have in all branches
ask_equipment_total_only,Tell me the total quantity of printers we have
ask_equipment_total_only,What's the total number of AC units?
ask_equipment_total_only,Total count of generators company-wide?
ask_equipment_total_only,Give me the total count of microwave ovens
ask_equipment_total_only,How many speakers are there company-wide?
ask_equipment_total_only,I want to know the total number of smartboards
ask_equipment_total_only,What is the total stock of air conditioners?
ask_equipment_total_only,Tell me the total quantity of desktop PCs we have
ask_equipment_total_only,Give me the company-wide quantity of smart locks
ask_equipment_total_only,How many ladders are there company-wide?
ask_equipment_total_only,Tell me how many air conditioners we have in all branches
ask_equipment_total_only,Show me the total number of power strips
ask_equipment_total_only,I want the total of AC units in the company
ask_equipment_total_only,Tell me how many AC units are in stock
ask_equipment_total_only,How many computers exist across the organization?
ask_equipment_total_only,How many keyboards are there company-wide?
ask_equipment_total_only,What's the total number of routers?
ask_equipment_total_only,Tell me how many coffee machines are in stock
ask_equipment_total_only,How many generators exist across the organization?
ask_equipment_total_only,Tell me how many glue sticks are in stock
ask_equipment_total_only,How many chairs are there across the entire company?
ask_equipment_total_only,Give me the company-wide quantity of power strips
ask_equipment_total_only,Show total power strips devices in inventory.
ask_equipment_total_only,Could you list the total number of conference tables we have?
ask_equipment_total_only,What's the total inventory of couches?
ask_equipment_total_only,How many phone chargers are there across the entire company?
ask_equipment_total_only,Give me the total count of USB hubs
ask_equipment_total_only,How many smart locks are there company-wide?
ask_equipment_total_only,Can you list the total number of USB drives in all branches?
ask_equipment_total_only,How many power strips exist across the organization?
ask_equipment_total_only,Could you list the total number of ladders we have?
ask_equipment_total_only,"Report the total power banks inventory, please."
ask_equipment_total_only,Could you list the total number of phone chargers we have?
ask_equipment_total_only,What is the total stock of hole punchers?
ask_equipment_total_only,How many tables exist across the organization?
ask_equipment_total_only,Can I get the total number of fridges?
ask_equipment_total_only,Tell me how many keyboards are in stock
ask_equipment_total_only,"Report the total ladders inventory, please."
ask_equipment_total_only,What's the total inventory of tables?
ask_equipment_total_only,Show total docking stations devices in inventory.
ask_equipment_total_only,What's the total number of desktop PCs?
ask_equipment_total_only,Can I get the total number of generators?
ask_equipment_total_only,Tell me how many presentation remotes we have in all branches
ask_equipment_total_only,Tell me how many conference tables are in stock
ask_equipment_total_only,Tell me how many smart locks are in stock
ask_equipment_total_only,How many USB drives exist across the organization?
ask_equipment_total_only,Total count of glue sticks company-wide?
ask_equipment_total_only,I want the total of speakers in the company
ask_equipment_total_only,What's the total number of VR headsets?
ask_equipment_total_only,What's the total number of microwave ovens?
ask_equipment_total_only,What is the total stock of AC units?
ask_equipment_total_only,Give me the company-wide quantity of glue sticks
ask_equipment_total_only,I want the total of smart locks in the company
ask_equipment_total_only,Could you list the total number of fridges we have?
ask_equipment_total_only,Tell me how many coffee machines we have in all branches
ask_equipment_total_only,How many whiteboards exist across the organization?
ask_equipment_total_only,Tell me the total quantity of whiteboards we have
ask_equipment_total_only,Give me the company-wide quantity of power banks
ask_equipment_total_only,What's the total inventory of projectors?
ask_equipment_total_only,Total count of conference tables company-wide?
ask_equipment_total_only,What's the total number of generators?
ask_equipment_total_only,Tell me how many air conditioners are in stock
ask_equipment_total_only,Tell me how many couches are in stock
ask_equipment_total_only,"Report the total fans inventory, please."
ask_equipment_total_only,Tell me how many lamps we have in all branches
ask_equipment_total_only,I want the total of scanners in the company
ask_equipment_total_only,What's the total number of power strips?
ask_equipment_total_only,How many couches exist across the organization?
ask_equipment_total_only,I want to know the total number of mice
ask_equipment_total_only,What's the total number of microphones?
ask_equipment_total_only,Give me the total count of computers
ask_equipment_total_only,I want the total of desks in the company
ask_equipment_total_only,Can I get the total number of phone chargers?
ask_equipment_total_only,Tell me how many VR headsets are in stock
ask_equipment_total_only,Tell me how many microwave ovens we have in all branches
ask_equipment_total_only,"Report the total tablets inventory, please."
ask_equipment_total_only,Tell me how many desks we have in all branches
ask_equipment_total_only,Could you list the total number of microphones we have?
ask_equipment_total_only,Could you list the total number of laptops we have?
ask_equipment_total_only,How many microwave ovens exist across the organization?
ask_equipment_total_only,Show me the total number of speakers
ask_equipment_total_only,Show total AC units devices in inventory.
ask_equipment_total_only,What is the total stock of conference tables?
ask_equipment_total_only,How many pens exist across the organization?
ask_equipment_total_only,How many HDMI adapters exist across the organization?
ask_equipment_total_only,I want to know the total number of refrigerators
ask_equipment_total_only,How many lamps are there company-wide?
ask_equipment_total_only,Tell me how many speakers we have in all branches
ask_equipment_total_only,Give me the company-wide quantity of smartboards
ask_equipment_total_only,How many staplers are there company-wide?
ask_equipment_total_only,I want to know the total number of microphones
ask_equipment_total_only,Give me the total count of power banks
ask_equipment_total_only,Give me the total count of phones
ask_equipment_total_only,Give me the company-wide quantity of microwave ovens
ask_equipment_total_only,Can I get the total number of computers?
ask_equipment_total_only,What's the total number of printers?
ask_equipment_total_only,I want to know the total number of speakers
ask_equipment_total_only,Show total desktop PCs devices in inventory.
ask_equipment_total_only,Give me the total count of headsets
ask_equipment_total_only,Show total monitors devices in inventory.
ask_equipment_total_only,I want the total of phone chargers in the company
ask_equipment_total_only,How many webcams are there across the entire company?
ask_equipment_total_only,Tell me how many projectors are in stock
ask_equipment_total_only,Give me the company-wide quantity of phone chargers
ask_equipment_total_only,Can you list the total number of monitors in all branches?
ask_equipment_total_only,How many keyboards exist across the organization?
ask_equipment_total_only,Show total VR headsets devices in inventory.
ask_equipment_total_only,What is the total stock of office chairs?
ask_equipment_total_only,Can I get the total number of couches?
ask_equipment_total_only,Can you list the total number of staplers in all branches?
ask_equipment_total_only,How many ladders exist across the organization?
ask_equipment_total_only,Give me the total count of coffee machines
ask_equipment_total_only,Give me the company-wide quantity of office chairs
ask_equipment_total_only,Give me the total count of monitors
ask_equipment_total_only,Total count of air conditioners company-wide?
ask_equipment_total_only,I want the total of couches in the company
ask_equipment_total_only,Could you list the total number of coffee machines we have?
ask_equipment_total_only,Give me the company-wide quantity of USB hubs
ask_equipment_total_only,What's the total number of smart locks?
ask_equipment_total_only,How many USB drives are there across the entire company?
ask_equipment_total_only,What's the total inventory of scanners?
ask_equipment_total_only,What's the total number of USB hubs?
ask_equipment_total_only,Total count of fridges company-wide?
ask_equipment_total_only,I want to know the total number of phone chargers
ask_equipment_total_only,Tell me the total quantity of staplers we have
ask_equipment_total_only,I want to know the total number of docking stations
ask_equipment_total_only,I want the total of refrigerators in the company
ask_equipment_total_only,Tell me how many flip charts are in stock
ask_equipment_total_only,I want to know the total number of headsets
ask_equipment_total_only,Can I get the total number of whiteboards?
ask_equipment_total_only,Can you list the total number of desks in all branches?
ask_equipment_total_only,I want the total of microwave ovens in the company
ask_equipment_total_only,Can you list the total number of computers in all branches?
ask_equipment_total_only,Can you list the total number of headsets in all branches?
ask_equipment_total_only,Tell me how many ladders we have in all branches
ask_equipment_total_only,Show me the total number of microwave ovens
ask_equipment_total_only,Tell me how many mice we have in all branches
ask_equipment_total_only,How many desks are there across the entire company?
ask_equipment_total_only,Can I get the total number of filing cabinets?
ask_equipment_total_only,Give me the company-wide quantity of hole punchers
ask_equipment_total_only,Can you list the total number of office chairs in all branches?
ask_equipment_total_only,Show total smart locks devices in inventory.
ask_equipment_total_only,Total count of phone chargers company-wide?
ask_equipment_total_only,Tell me the total quantity of HDMI adapters we have
ask_equipment_total_only,Can I get the total number of microwave ovens?
ask_equipment_total_only,Tell me how many microphones are in stock
ask_equipment_total_only,What's the total inventory of whiteboards?
ask_equipment_total_only,Show total microwave ovens devices in inventory.
ask_equipment_total_only,Can you list the total number of routers in all branches?
ask_equipment_total_only,Show me the total number of glue sticks
ask_equipment_total_only,"Report the total desks inventory, please."
ask_equipment_total_only,How many monitors exist across the organization?
ask_equipment_total_only,Could you list the total number of desktop PCs we have?
ask_equipment_total_only,Can I get the total number of conference tables?
ask_equipment_total_only,Total count of refrigerators company-wide?
ask_equipment_total_only,What's the total number of chairs?
ask_equipment_total_only,Can you list the total number of hole punchers in all branches?
ask_equipment_total_only,Tell me how many conference tables we have in all branches
ask_equipment_total_only,Show me the total number of microphones
ask_equipment_total_only,Tell me the total quantity of USB sticks we have
ask_equipment_total_only,Total count of power strips company-wide?
ask_equipment_total_only,Could you list the total number of tablets we have?
ask_equipment_total_only,Show total air conditioners devices in inventory.
ask_equipment_total_only,How many air conditioners are there across the entire company?
ask_equipment_total_only,I want the total of computers in the company
ask_equipment_total_only,How many desktop PCs exist across the organization?
ask_equipment_total_only,I want the total of fans in the company
ask_equipment_total_only,Give me the total count of USB drives
ask_equipment_total_only,What's the total number of desks?
ask_equipment_total_only,"Report the total hole punchers inventory, please."
ask_equipment_total_only,How many USB sticks are there company-wide?
ask_equipment_total_only,Tell me how many fans we have in all branches
ask_equipment_total_only,"Report the total smart locks inventory, please."
ask_equipment_total_only,Give me the company-wide quantity of conference tables
ask_equipment_total_only,Tell me how many USB drives are in stock
ask_equipment_total_only,Tell me the total quantity of phone chargers we have
ask_equipment_total_only,What's the total inventory of desks?
ask_equipment_total_only,What is the total stock of HDMI adapters?
ask_equipment_total_only,Show total computers devices in inventory.
ask_equipment_total_only,Give me the total count of conference tables
ask_equipment_total_only,Tell me how many phone chargers are in stock
ask_equipment_total_only,Tell me how many laptops are in stock
ask_equipment_total_only,Give me the company-wide quantity of desktop PCs
ask_equipment_total_only,Total count of microwave ovens company-wide?
ask_equipment_total_only,What is the total stock of keyboards?
ask_equipment_total_only,How many laptops are there across the entire company?
ask_equipment_total_only,Tell me how many headsets are in stock
ask_the_equipment_in_branch,Give me the total of tables in Walk.
ask_the_equipment_in_branch,What's the current stock of air conditioners in Stroll?
ask_the_equipment_in_branch,What's the current stock of tables in Stroll?
ask_the_equipment_in_branch,Count the chairs in Golf.
ask_the_equipment_in_branch,Show me how many tables are at Walk.
ask_the_equipment_in_branch,List the number of tables available in walk.
ask_the_equipment_in_branch,What's the number of tables in Stroll?
ask_the_equipment_in_branch,Tell me the number of printers in Stroll.
ask_the_equipment_in_branch,Fetch the total of printers in Drive.
ask_the_equipment_in_branch,I want to know how many tables are in Drive.
ask_the_equipment_in_branch,Can you tell me how many tables are in Stroll?
ask_the_equipment_in_branch,How many chairs are in Golf?
ask_the_equipment_in_branch,Do we have any sofa in Stroll? How many?
ask_the_equipment_in_branch,I need the chairs count in Drive.
ask_the_equipment_in_branch,Show me how many sofa are at Stroll.
ask_the_equipment_in_branch,Count the printers in Drive.
ask_the_equipment_in_branch,"Total air conditioners at Drive, please."
ask_the_equipment_in_branch,"Total tables at Golf, please."
ask_the_equipment_in_branch,How many tables are in D5?
ask_the_equipment_in_branch,What's the current stock of tables in Drive?
ask_the_equipment_in_branch,"Total printers at Drive, please."
ask_the_equipment_in_branch,How many tables are in Drive?
ask_the_equipment_in_branch,Please tell me the total air conditioners in Golf.
ask_the_equipment_in_branch,Fetch the total of tables in Stroll.
ask_the_equipment_in_branch,List the number of tables available in walk.
ask_the_equipment_in_branch,List the number of air conditioners available in Stroll.
ask_the_equipment_in_branch,Do we have any chairs in Walk? How many?
ask_the_equipment_in_branch,Give me the total of printers in Golf.
ask_the_equipment_in_branch,Tell me the number of sofa in Stroll.
ask_the_equipment_in_branch,Give me the total of tables in Walk.
ask_the_equipment_in_branch,Please tell me the total printers in D5.
ask_the_equipment_in_branch,What's the number of tables in Walk?
ask_the_equipment_in_branch,Count the chairs in Stroll.
ask_the_equipment_in_branch,Show me how many air conditioners are at Walk.
ask_the_equipment_in_branch,I need the chairs count in Walk.
ask_the_equipment_in_branch,List the number of tables available in Walk.
ask_the_equipment_in_branch,How many air conditioners do we have in Drive?
ask_the_equipment_in_branch,Count the air conditioners in D5.
ask_the_equipment_in_branch,Give me the total of printers in Golf.
ask_the_equipment_in_branch,What's the quantity of tables in walk?
ask_the_equipment_in_branch,Tell me the number of air conditioners in Walk.
ask_the_equipment_in_branch,List the number of printers available in Golf.
ask_the_equipment_in_branch,Tell me the number of printers in Walk.
ask_the_equipment_in_branch,How many chairs do we have in Walk?
ask_the_equipment_in_branch,How many air conditioners do we have in Walk?
ask_the_equipment_in_branch,What's the current stock of chairs in Walk?
ask_the_equipment_in_branch,How many chairs are in Golf?
ask_the_equipment_in_branch,List the number of printers available in Drive.
ask_the_equipment_in_branch,Please tell me the total air conditioners in Stroll.
ask_the_equipment_in_branch,Tell me the number of chairs in walk.
ask_the_equipment_in_branch,Can I get the number of tables in Drive?
ask_the_equipment_in_branch,Tell me the number of tables in D5.
ask_the_equipment_in_branch,What's the current stock of printers in Walk?
ask_the_equipment_in_branch,What's the current stock of tables in Walk?
ask_the_equipment_in_branch,Fetch the total of sofa in Golf.
ask_the_equipment_in_branch,Do we have any tables in Drive? How many?
ask_the_equipment_in_branch,List the number of chairs available in Drive.
ask_the_equipment_in_branch,Can I get the number of printers in Golf?
ask_the_equipment_in_branch,Report the tables count from Drive.
ask_the_equipment_in_branch,How many smart locks are in D5?
ask_the_equipment_in_branch,Can you tell me how many chairs are in D5?
ask_the_equipment_in_branch,Report the printers count from Stroll.
ask_the_equipment_in_branch,Give me the total of sofa in D5.
ask_the_equipment_in_branch,"Total tables at D5, please."
ask_the_equipment_in_branch,Find the total number of chairs in Stroll.
ask_the_equipment_in_branch,I want to know how many tables are in walk.
ask_the_equipment_in_branch,How many sofa do we have in Stroll?
ask_the_equipment_in_branch,Can you tell me how many printers are in Walk?
ask_the_equipment_in_branch,Tell me the number of air conditioners in Stroll.
ask_the_equipment_in_branch,Find the total number of air conditioners in D5.
ask_the_equipment_in_branch,Give me the total of sofa in Stroll.
ask_the_equipment_in_branch,Can I get the number of sofa in Stroll?
ask_the_equipment_in_branch,Tell me the number of printers in D5.
ask_the_equipment_in_branch,Report the sofa count from D5.
ask_the_equipment_in_branch,Give me the total of sofa in Golf.
ask_the_equipment_in_branch,List the number of sofa available in Walk.
ask_the_equipment_in_branch,Show me how many tables are at Drive.
ask_the_equipment_in_branch,Show me how many chairs are at Drive.
ask_the_equipment_in_branch,Please tell me the total sofa in Golf.
ask_the_equipment_in_branch,What's the number of sofa in Golf?
ask_the_equipment_in_branch,How many chairs are in Drive?
ask_the_equipment_in_branch,Please tell me the total sofa in D5.
ask_the_equipment_in_branch,Count the air conditioners in D5.
ask_the_equipment_in_branch,Give me the total of sofa in Walk.
ask_the_equipment_in_branch,"Total chairs at D5, please."
ask_the_equipment_in_branch,What's the number of tables in Golf?
ask_the_equipment_in_branch,"Total sofa at Golf, please."
ask_the_equipment_in_branch,How many air conditioners are in Stroll?
ask_the_equipment_in_branch,How many chairs do we have in walk?
ask_the_equipment_in_branch,Can I get the number of sofa in Stroll?
ask_the_equipment_in_branch,Find the total number of printers in D5.
ask_the_equipment_in_branch,Give me the total of air conditioners in Stroll.
ask_the_equipment_in_branch,Count the printers in Drive.
ask_the_equipment_in_branch,What's the quantity of chairs in walk?
ask_the_equipment_in_branch,I want to know how many air conditioners are in Walk.
ask_the_equipment_in_branch,What's the quantity of chairs in Stroll?
ask_the_equipment_in_branch,What's the current stock of air conditioners in Golf?
ask_the_equipment_in_branch,What's the quantity of chairs in walk?
ask_the_equipment_in_branch,Count the tables in D5.
ask_the_equipment_in_branch,What's the current stock of printers in Golf?
ask_the_equipment_in_branch,Can you tell me how many smart locks are in Stroll?
ask_the_equipment_in_branch,Show me how many filing cabinets are at Stroll.
ask_the_equipment_in_branch,Show me how many printers are at Drive.
ask_the_equipment_in_branch,I need the air conditioners count in Walk.
ask_the_equipment_in_branch,What's the current stock of tables in D5?
ask_the_equipment_in_branch,How many tables do we have in Stroll?
ask_the_equipment_in_branch,Show me how many printers chargers are at Drive.
ask_the_equipment_in_branch,How many sofa do we have in D5?
ask_the_equipment_in_branch,"Total chairs at Walk, please."
ask_the_equipment_in_branch,Report the printers count from Stroll.
ask_the_equipment_in_branch,Do we have any tables in Walk? How many?
ask_the_equipment_in_branch,Fetch the total of printers in Stroll.
ask_the_equipment_in_branch,Can I get the number of chairs in Drive?
ask_the_equipment_in_branch,Can I get the number of printers in Stroll?
ask_the_equipment_in_branch,Tell me the number of chairs in Golf.
ask_the_equipment_in_branch,What's the current stock of printers in Golf?
ask_the_equipment_in_branch,I want to know how many sofa are in walk.
ask_the_equipment_in_branch,Give me the total of tables in Walk.
ask_the_equipment_in_branch,Can I get the number of printers in Drive?
ask_the_equipment_in_branch,I want to know how many chairs are in walk.
ask_the_equipment_in_branch,What's the quantity of filing cabinets in Walk?
ask_the_equipment_in_branch,Give me the total of tables chargers in Golf.
ask_the_equipment_in_branch,I need the chairs count in Drive.
ask_the_equipment_in_branch,What's the quantity of tables in Walk?
ask_the_equipment_in_branch,What's the current stock of filing cabinets in walk?
ask_the_equipment_in_branch,Find the total number of chairs in Walk.
ask_the_equipment_in_branch,Can I get the number of printers in Walk?
ask_the_equipment_in_branch,I want to know how many tables are in Walk.
ask_the_equipment_in_branch,Report the chairs count from Walk.
ask_the_equipment_in_branch,Give me the total of filing cabinets in Drive.
ask_the_equipment_in_branch,What's the current stock of sofa in Golf?
ask_the_equipment_in_branch,"Total sofa at Stroll, please."
ask_the_equipment_in_branch,What's the quantity of printers in D5?
ask_the_equipment_in_branch,How many sofa do we have in Golf?
ask_the_equipment_in_branch,Find the total number of chairs in Drive.
ask_the_equipment_in_branch,Can you tell me how many sofa are in Stroll?
ask_the_equipment_in_branch,Find the total number of sofa in Stroll.
ask_the_equipment_in_branch,Find the total number of air conditioners in Golf.
ask_the_equipment_in_branch,What's the current stock of tables in D5?
ask_the_equipment_in_branch,Fetch the total of air conditioners in walk.
ask_the_equipment_in_branch,What's the number of smart locks in Drive?
ask_the_equipment_in_branch,How many chairs are in Drive?
ask_the_equipment_in_branch,Fetch the total of chairs in Drive.
ask_the_equipment_in_branch,Fetch the total of air conditioners in Drive.
ask_the_equipment_in_branch,I want to know how many tables are in D5.
ask_the_equipment_in_branch,Fetch the total of printers in Golf.
ask_the_equipment_in_branch,Do we have any sofa in Stroll? How many?
ask_the_equipment_in_branch,Report the chairs count from Stroll.
ask_the_equipment_in_branch,Report the printers count from Drive.
ask_the_equipment_in_branch,Please tell me the total tables in Stroll.
ask_the_equipment_in_branch,I need the printers count in Golf.
ask_the_equipment_in_branch,Find the total number of tables in Stroll.
ask_the_equipment_in_branch,I need the sofa count in Drive.
ask_the_equipment_in_branch,Show me how many printers are at walk.
ask_the_equipment_in_branch,Fetch the total of sofa in walk.
ask_the_equipment_in_branch,I need the chairs count in Walk.
ask_the_equipment_in_branch,Give me the total of air conditioners in D5.
ask_the_equipment_in_branch,What's the quantity of air conditioners in Golf?
ask_the_equipment_in_branch,Can you tell me how many chairs chargers are in D5?
ask_the_equipment_in_branch,What's the current stock of sofa in Stroll?
ask_the_equipment_in_branch,Tell me the number of Air Conditioner in walk.
ask_the_equipment_in_branch,How many chairs do we have in walk?
ask_the_equipment_in_branch,Fetch the total of printers in Golf.
ask_the_equipment_in_branch,Do we have any air conditioners in Walk? How many?
ask_the_equipment_in_branch,What's the current stock of chairs in D5?
ask_the_equipment_in_branch,Can you tell me how many air conditioners are in Walk?
ask_the_equipment_in_branch,What's the current stock of sofa in Golf?
ask_the_equipment_in_branch,Fetch the total of printers in walk.
ask_the_equipment_in_branch,What's the number of smart locks in walk?
ask_the_equipment_in_branch,I need the Air Conditioner count in Golf.
ask_the_equipment_in_branch,"Total printers at D5, please."
ask_the_equipment_in_branch,Do we have any chairs in Golf? How many?
ask_the_equipment_in_branch,Show me how many chairs are at Drive.
ask_the_equipment_in_branch,List the number of sofa available in walk.
ask_the_equipment_in_branch,What's the number of chairs in Golf?
ask_the_equipment_in_branch,Tell me the number of sofa in D5.
ask_the_equipment_in_branch,Give me the total of sofa in Walk.
ask_the_equipment_in_branch,List the number of chairs available in Drive.
ask_the_equipment_in_branch,Can you tell me how many sofa are in Walk?
ask_the_equipment_in_branch,Fetch the total of tables in walk.
ask_the_equipment_in_branch,Do we have any chairs in Golf? How many?
ask_the_equipment_in_branch,Please tell me the total printers in walk.
ask_the_equipment_in_branch,Report the tables count from walk.
ask_the_equipment_in_branch,Can I get the number of printers in Golf?
ask_the_equipment_in_branch,What's the current stock of sofa in Drive?
ask_the_equipment_in_branch,How many chairs do we have in Stroll?
ask_the_equipment_in_branch,Can I get the number of chairs in Stroll?
ask_the_equipment_in_branch,"Total chairs at Drive, please."
ask_the_equipment_in_branch,List the number of tables available in walk.
ask_the_equipment_in_branch,Count the chairs in Walk.
ask_the_equipment_in_branch,Can you tell me how many chairs are in Stroll?
ask_the_equipment_in_branch,Fetch the total of chairs chargers in Stroll.
ask_the_equipment_in_branch,What's the current stock of printers in Drive?
ask_the_equipment_in_branch,List the number of printers available in Golf.
ask_the_equipment_in_branch,I need the chairs count in D5.
ask_the_equipment_in_branch,Find the total number of chairs in Golf.
ask_the_equipment_in_branch,Do we have any chairs in Stroll? How many?
ask_the_equipment_in_branch,Tell me the number of sofa in Golf.
ask_the_equipment_in_branch,How many printers do we have in Walk?
ask_the_equipment_in_branch,How many sofa do we have in Stroll?
ask_the_equipment_in_branch,What's the number of tables in Drive?
ask_the_equipment_in_branch,What's the quantity of chairs in Drive?
ask_the_equipment_in_branch,What's the quantity of tables in Walk?
ask_the_equipment_in_branch,Give me the total of tables chargers in D5.
